통합시군구코드,기부자명,기부금액
강서구,(주) 롯데리아-크리스피크림도넛 하단,7815383
강서구,(주)네이처스토어,13777000
강서구,(주)대호식품,642000
강서구,(주)바로,1145000
강서구,(주)브레드타임,523700
강서구,(주)비에스엠푸드,7660000
강서구,(주)신화팝빌리지,21754894
강서구,(주)아진에프앤디,310000
강서구,(주)영산레저개발 던킨도너츠,5926500
강서구,(주)오뚜기,170546298
강서구,(주)인터마린,6683000
강서구,(주)팡마르,931300
강서구,(주)합천식품,5206820
강서구,GSTrade,1881600
강서구,개인기부자,15913689
강서구,경복유통,2523000
강서구,궁잔기지떡 강서점,2533500
강서구,금촌식품,5207546
강서구,금화유통,879280
강서구,꿈꾸는요리사,6864776
강서구,농산식품,5082000
강서구,늘푸드,1270500
강서구,더블스윗(Double Sweet),6000000
강서구,돈키오태,245000
강서구,두손반찬,8182172
강서구,또아식빵,6963357
강서구,러쉬커피시스템,19242700
강서구,런치타임,5651330
강서구,롤뺑브레드,9222927
강서구,메종지미지니팍,19139309
강서구,명지점프파이어,211779
강서구,미미당,2607150
강서구,미소유통,1496000
강서구,민주푸드써비스,25053460
강서구,바로에프에스,1942200
강서구,베이커스245,47007961
강서구,보운기업,4800000
강서구,부산광역시농업기술센터,900000
강서구,부산그린영농조합법인,947000
강서구,부산사회복지공동모금회,258000
강서구,부성유통,5395500
강서구,블럭제빵소,8264070
강서구,빵굽는남자,5361244
강서구,빵긋한 하루,15217284
강서구,삼성물류,1520000
강서구,삼진식품,40000
강서구,성원축산유통,200000
강서구,세진푸드,5882500
강서구,송원상사,1201500
강서구,신남푸드,2040000
강서구,신원식품,2710000
강서구,에이치앤에프,272728
강서구,영양제과 주식회사,2552000
강서구,와싸,182000
강서구,우리반찬,324363
강서구,위아 글로벌,5703600
강서구,유동커피 앤 찰리베이커리 명지점,11394289
강서구,이마트24 명지국제로점,172586
강서구,일광제과,24070000
강서구,일신,3640800
강서구,잇츠팡(it's pan),6114900
강서구,자연드림,94569064
강서구,자연드림(국제신도시점),16872628
강서구,주식회사 달그락코퍼레이션,3850000
강서구,주식회사 대선,14090720
강서구,주식회사 도들,7651000
강서구,주식회사 부광푸드,10560000
강서구,주식회사 푸드업,880000
강서구,주식회사하늘처럼,2500000
강서구,진선진미베이커리,636747
강서구,진솔푸드,374400
강서구,케이엠유통,200000
강서구,코람,216000
강서구,코우테이,176000
강서구,코웰음료 (주),20520000
강서구,코웰음료(주),1890000
강서구,코코호도,416636
강서구,크리스피크림부산명지점,34989557
강서구,파리바게트 명지퀸덤점(2015),57891208
강서구,파리바게트 부산신호점,17834202
강서구,파리바게트 신호점,1186446
강서구,파리바게트(국제신도시),37579634
강서구,파리바게트(퀸덤),23153220
강서구,파리바게트명지퀸덤점,504500
강서구,푸드스트라이크(이슬나라 부산),740000
강서구,푸르미영농조합법인,1250000
강서구,프레제명지국제신도시점,12771252
강서구,해담,27146588
강서구,행복한아이들 영농조합법인,88480
금정구,(주) 아이젠푸드,350000
금정구,(주)드림넷,5000000
금정구,(주)드림컴퍼니,30000000
금정구,(주)부산울산경남 생태유아공동체,750000
금정구,(주)비앤에프,240000
금정구,(주)서원유통 탑마트 남산점,1400000
금정구,(주)세정,315000
금정구,(주)송림수산,12500000
금정구,(주)웨이닝코리아 부산지사,12358200
금정구,(주)이마트,108564855
금정구,(주)지에스리테일 남산점,23073214
금정구,(주)케이앤엘,29430000
금정구,(주)쿱스토어 부산 구서점(0017),30585220
금정구,(주)핸드에프에스,483000
금정구,095베이커리&카페,1178100
금정구,HJ인터내셔널,6044460
금정구,개인기부자,16534750
금정구,경원무역,10218000
금정구,고고커피,84822972
금정구,공간조명,9028200
금정구,구서2동주민센터,140000
금정구,금정구장애인복지관,1020000
금정구,금정구청,26232000
금정구,금정초등학교,1988400
금정구,남산동주민자치위원회,77000
금정구,녹우원축산,2790000
금정구,느루베이커리,9301127
금정구,더 빵,24878640
금정구,더브레드,356900
금정구,던킨도너츠 금정롯데마트,23291600
금정구,데일리 팡,62956900
금정구,도너츠윤,590182
금정구,동부청과사사,2357000
금정구,또아식빵 부산대점,4030000
금정구,뚜레주르,8095600
금정구,뚜레쥬르부산대푸르지오점,72775854
금정구,라라브레드,615563
금정구,명가람,10249045
금정구,명호수산,1000000
금정구,몽레브베이커리,26730900
금정구,반도쇼핑,15000000
금정구,베스킨라빈스 금정롯데마트점,153400
금정구,부산금정구푸드마켓,7846160
금정구,부산시설공단 산하 영락공원,850
금정구,빵공장다옴,43852516
금정구,빵뺑팡,17516080
금정구,빵장수 단팥빵구서점,29458500
금정구,사회복지법인 선양,5487200
금정구,살롱드보네,143451531
금정구,서울우유 해운대점,1045200
금정구,선양복지원,300000
금정구,선진유통,3213500
금정구,성림푸드(미니크로아프레 노포점),5031570
금정구,송스베이커리,23627690
금정구,승승그룹(주)백년식품,140000
금정구,승승그룹주식회사,2862200
금정구,양정청소년수련관진구청소년상담지원센터,512600
금정구,옛찬,5884000
금정구,오뚜기,108860779
금정구,용호상회,295000
금정구,우리쌀왕호두,14877422
금정구,웰빙쌀빵,11668500
금정구,윤하섭베이커리,61639652
금정구,이흥용 과자점,162839175
금정구,인디저트,4054300
금정구,잇브레드 청룡점,996000
금정구,자연드림,3128750
금정구,자연드림(아이쿱)/주식회사 쿱스토어부산,2858220
금정구,장수식품,2350000
금정구,장전교회,2711600
금정구,제주상회,1867000
금정구,주식회사  The,483000
금정구,주식회사 더블스윗,1
금정구,주식회사 신명유통,489000
금정구,주식회사 통통마트,8997675
금정구,주식회사 프렌드리,1470000
금정구,주식회사하늘구름,8705000
금정구,치킨신드롬 부산대점,4323819
금정구,친환경영농조합법인푸른농산,1512000
금정구,커브스구서클럽,623940
금정구,커브스반여클럽,1603780
금정구,케이비인터내셔널,27755373
금정구,투썸플레이스두실점,8762500
금정구,티원,2167500
금정구,파리바게뜨 구서역점,41513100
금정구,파리바게뜨 금정점,47904100
금정구,파리바게뜨 부산대점,69924370
금정구,파리바게뜨금정점,4163700
금정구,파리바게트 범어사점,3715400
금정구,파리바게트 부산대역앞점,57500500
금정구,프레제구서점,1024000
금정구,하효경베이커리,2546300
기장군,(주)가림에프앤씨,3523000
기장군,(주)란체스터에프앤비,4857000
기장군,(주)일동,7682300
기장군,(주)일이축산푸드,1750000
기장군,(주)전주특산유통,11098000
기장군,(주)카페드220볼트,17905450
기장군,가림에프앤씨,11271950
기장군,개인기부자,57842000
기장군,거상유통,1713600
기장군,교리파리바게뜨,4514800
기장군,궐성종합유통,6575000
기장군,기장군농업기술센터,7478080
기장군,기장군친환경농산물급식지원센타,785400
기장군,기장유통,7497600
기장군,다그로푸드,375000
기장군,다식푸드,2586000
기장군,대만카스테라(기장점),1959000
기장군,대청파리바게트,7349100
기장군,더 이스트 인 부산,10
기장군,도담도담식빵 정관점,3310700
기장군,도토리 카페,11720900
기장군,동원개발,3500000
기장군,떡공방다락,152300
기장군,또아식빵,2173900
기장군,롯데제과(주),108429110
기장군,리프(LEAF),750000
기장군,마루베이커리,8069800
기장군,메이크씨,84800
기장군,박현철 베이커리,172957720
기장군,블럭제빵소 정관점,4741900
기장군,빵장수단팥빵(정관점),460000
기장군,사)국제청소년복지연맹,6163524
기장군,삼진식품,0
기장군,선재하이테크,582211
기장군,세진유통,4488000
기장군,신라명과기장점,227600
기장군,알천에프엔비,0
기장군,우즈,2327100
기장군,유동커피&찰리베이커리,13275500
기장군,윤연당 베이커리,10486800
기장군,이디프(주),144000
기장군,이조떡,4469700
기장군,이지단팥빵,518400
기장군,일광제빵소(이옥종과자점),890700
기장군,자연드림,2672450
기장군,자연드림(쿱스토어부산),723740
기장군,장민유통,3720000
기장군,젬스톤B,2403000
기장군,주식회사 고려인삼유통,5970000
기장군,주식회사 바비조아,4082000
기장군,주식회사 성우씨앤미,1374627
기장군,주식회사 카페드220볼트,29320000
기장군,주식회사선재하이테크,1126860
기장군,주식회사에스엠로지틱스,3231174
기장군,천하커머스,2968000
기장군,칠암사계,22199100
기장군,카페공지,5374500
기장군,커브스좌동클럽,190240
기장군,크라상점(일광점),2407000
기장군,크라상점(정관점),17456600
기장군,파리바게트 기장점,1200800
기장군,파리바게트 일광신도시점,12967100
기장군,파리바게트정관광장점,3727600
기장군,한국수력원자력(주)고리원자력본부,10629000
기장군,헤이스커피,222000
기장군,협성하드웨어,0
기장군,홍일식품,10938000
남구,(재)인각선원,29104000
남구,(주)네이처스토어,16430200
남구,(주)다이소아성산업,9900000
남구,(주)동주물산,2461580
남구,(주)비락,4752000
남구,(주)오뚜기,347586686
남구,(주)이마트,2807350
남구,(주)인터마린,1000000
남구,(주)호텔농심,2772000
남구,CNG,1000000
남구,LG메트로시티 파리바게뜨,27565900
남구,가마목,200000
남구,개인기부자,113441766
남구,거제리통신,6618000
남구,교토마블,13914600
남구,김말순,1479000
남구,김미경,12600000
남구,김미향,5456000
남구,김상수,100000
남구,김영국,754000
남구,나눔재단,7800000
남구,남구청(교통행정과),50000
남구,남구청(복지정책과),29467500
남구,남구청(주민지원과),6425000
남구,농업회사법인 이디프 주식회사,1200000
남구,농협(대연동지점),2250000
남구,대만카스테라(부경대점),96000
남구,대연5동주민센터,120000
남구,대영유통,790000
남구,대원푸드서비스,54701720
남구,더브레드,6904900
남구,더블스윗,91648000
남구,던킨도너츠비아이에프씨몰점,22043300
남구,던킨도너츠비아이에프씨점,22820800
남구,도담도담식빵,1601000
남구,동명대학교사회복지학과,1000000
남구,동명식육식당,7700000
남구,뚜레쥬르 부산용호2호,21000
남구,뚜레쥬르 용당점,28390839
남구,뚜레쥬르서면점,117205
남구,롤뺑드빠리,103778900
남구,마레,14650000
남구,메츠과자점,76376320
남구,문채원,75000
남구,미상주먹김밥,307000
남구,바게트제작소,77498960
남구,바로원식품,622500
남구,박승열,100000
남구,박재현베이커리,11082850
남구,브레드365,15903800
남구,블럭제빵소,25009801
남구,비에뜨반미,3799500
남구,비에뜨반미 경성대점,3654000
남구,빵굽는사람들(하나로),8369300
남구,빵장수단팥빵대연점,26608000
남구,쁘띠앙쥬,10658900
남구,사랑나눔합창,1000000
남구,새마을부녀회후원회,2500000
남구,세광,42199600
남구,손가네식당,105000
남구,손지석,50000
남구,송사부 수제쌀고로케 부경점,850300
남구,수수베이커리,164500
남구,씨엔지,909440
남구,에스엔에스식품,500000
남구,에이치비 코퍼레이션 주식회사,2246648
남구,오뜨베이커리,28504200
남구,오연당,65829800
남구,옵스 더블유점,9894250
남구,옵스베이커리(LG점),7875000
남구,용호2동주민센터,40800
남구,우드스미스 조현식,100000
남구,유동커피 용호점,8019300
남구,유진홍,200000
남구,윤재식,24000000
남구,이마트(문현점),396900
남구,이상훈,100000
남구,이흥용과자점,13662400
남구,자연드림,44863690
남구,자연드림 용호점,29334310
남구,정효수,3650000
남구,조성아,74022974
남구,주귀옥,75000
남구,주식회사 동심컴퍼니,23108900
남구,주식회사 하늘처럼,2500000
남구,주식회사 한탑,3116700
남구,주식회사누리아이코리아,3100000
남구,지엔지관광호텔,620000
남구,찰리베이커리,45712500
남구,카페드220볼트 남천메가마트점,5505800
남구,커브스코리아,577680
남구,코트도르,15575600
남구,쿱스토어부산대연점,404530
남구,태성무역,11429000
남구,파리바게뜨 경성대점,91716260
남구,파리바게뜨 대연점,7976900
남구,파리바게뜨 대연혁신점,13417400
남구,파리바게뜨 부산대연점,14366700
남구,파리바게뜨 용호성모점,8300500
남구,파리바게트 경성대점,286880320
남구,파리바게트 대연자이점,2786900
남구,파리바게트 대연점,47683800
남구,파리바게트 대연혁신점,3837300
남구,파리바게트 문현점,123308300
남구,파리바게트 부산남구청점,92032030
남구,파리바게트 성모점,24453900
남구,파리바게트(부산감만점),9558800
남구,푸드맘월드주식회사,167500
남구,플라잉스콘,2939900
남구,한국남부발전(주),11170000
남구,한아바이오,1750000
남구,한일식품,1672400
남구,한탑,16976080
남구,해인축산,4850000
남구,현대블루핸즈(대연점),350000
남구,황금농산,544000
동구,(주) 롯데리아 크리스피크림 서면점,18608271
동구,(주)KT에스테이트,24744900
동구,(주)제이크리에이션,1375200
동구,(주)크리스피크림 롯데백부산점,16815790
동구,(주)클린오션,5993000
동구,(주)하하물산,140000
동구,개인기부자,1711000
동구,고집불통 식빵사부(부산진역점),3196000
동구,뚜레쥬르 부산진역점,4364000
동구,루반도르 제과점,92275400
동구,리프(LEAF),20772000
동구,브레드웨이,654000
동구,브레드포럼,31498950
동구,비에스푸드,1200000
동구,비케이유통 주식회사,14628000
동구,선경마트(SK),1500000
동구,소림다원,51788400
동구,송태연,600000
동구,수입과자(지중해상사),10511600
동구,아론푸드,35550000
동구,에스티커피,1809100
동구,오름bake,3045100
동구,일심푸드주식회사,681900
동구,임준희(파리바게뜨 금융단지점),367694000
동구,주식회사 비엔씨제과 초량점,55664140
동구,진스 F&B,351000
동구,코소롱 제주 참숯생고기 전문점,585000
동구,태성당,4624867
동구,태성무역,2964500
동구,파리바게뜨 범일점(조성희),67400
동구,파리바게뜨 부산범냇골점,177325450
동구,파리바게뜨 부산역사점,23409880
동구,팡도르 제과점,1480500
동래구,(주)메가마트동래점,4896171
동래구,(주)오뚜기,441157772
동래구,(주)웨이닝코리아,931500
동래구,(주)재호식품,1960000
동래구,135튀김집,993000
동래구,CJ코리아,162000
동래구,GS25명륜중앙점,1088350
동래구,개인기부자,54686500
동래구,고집불통식빵싸부,791700
동래구,권영한(파바온천스카이),1979900
동래구,김병찬과자점,10075100
동래구,낙민파리바게트,27637550
동래구,다담 블랑제리,10017510
동래구,대영유통,201690
동래구,대원어묵,15766500
동래구,더라이스,152130
동래구,도운유통,6492280
동래구,동부청과(주),9553000
동래구,동창샷타금속,300000
동래구,드오네뜨,2648330
동래구,뚜레쥬르 부산명장점,4528015
동래구,뚜레쥬르 사직점,18489700
동래구,뚜레쥬르 안락점,768900
동래구,라일라카페,79128
동래구,롤뱅 브레드,1698500
동래구,롤？ 브레드,18226600
동래구,롯데백화점동래점봉사동아리,440000
동래구,롯데삼동복지재단,20003110
동래구,마르메종과자점,3658900
동래구,미송식품,4638000
동래구,미야돈까스,1750000
동래구,바로원식품,2520000
동래구,박성룡과자점,8229880
동래구,베이커스 비앙,65162400
동래구,복떡방,2700000
동래구,복편미가,4510200
동래구,블랑제리오감,4337330
동래구,비에뜨반미,4906500
동래구,비에스푸드,2500000
동래구,빚은 부산수안역점,4911800
동래구,빵장수단팥빵정관점,50968500
동래구,삼일F&D,1231700
동래구,서울네트웍스,300000
동래구,세광,78199600
동래구,수안식품,6894200
동래구,쉬프렘 베이커리,97176283
동래구,신농유통,1118000
동래구,신우상사,6666265
동래구,에이앤지솔루션,2028000
동래구,온식빵,8753220
동래구,올레유통물류,2100000
동래구,우리쌀유통,4650000
동래구,유나유리 베이커리,3022600
동래구,유창상사,27660263
동래구,이동채베이커리,7802200
동래구,이티프(주) 중앙79,1760000
동래구,자연드림 명륜점,38311120
동래구,주식회사 서울네트웍스,2136500
동래구,주식회사 제이엔씨인터내셔날,4168692
동래구,지니얼,260000
동래구,찰리베이커리,903862
동래구,창대식품,260000
동래구,초코사이비,1116000
동래구,충렬상사,23857000
동래구,코숑과자점(명륜점),12419800
동래구,코숑과자점(안락점),65598215
동래구,코코로브레드,241864240
동래구,쿠루미,19605400
동래구,쿠루미 과자점,867000
동래구,크리스피크림 부산사직점,19046843
동래구,투썸플레이스 부산동래롯데점,33000
동래구,티에라 델 판,30557695
동래구,파리바게뜨(동래역점),79844330
동래구,파리바게트 사직롯데,29332400
동래구,파리바게트 안락sk,982300
동래구,파리바게트(온천스카이점),26342800
동래구,파리바게트명륜점,38541500
동래구,파리바게트안락강변점,44942720
동래구,퓨어사누스,1980000
동래구,피엠삼삼삼,8458300
동래구,한아름푸드,8240000
동래구,홍루이젠 사직점,125400
동래구,홍루이젠 서면점,1822000
동래구,후후와 빵집,4149112
동래구,흰여울,14115000
부산진구,(주)롯데제과 부산진영업소,10351058
부산진구,(주)이레우리밀,6420000
부산진구,GS25 서면새싹점,301500
부산진구,GS리테일(초읍점),51467489
부산진구,GS슈퍼마켓부암점,4908750
부산진구,가락상사,266922
부산진구,각시축산,36850000
부산진구,개인기부자,36296741
부산진구,겐츠 베이커리,58061400
부산진구,겐츠베이커리,22517200
부산진구,경원고등학교,243000
부산진구,공가네빵(서면점),1297000
부산진구,공가네빵(양정점),678500
부산진구,공가네빵집,18380700
부산진구,공가네빵집(개금점),15108180
부산진구,궐성종합유통,2796000
부산진구,김유일과자점,6607900
부산진구,김해덕 베이커리,18340400
부산진구,노코딩팜,38880100
부산진구,농축산마트,96944
부산진구,누리유통,3093350
부산진구,뉴드림코리아,7000000
부산진구,달방아옥토끼,777000
부산진구,던킨도너츠 가야점,5246500
부산진구,던킨도너츠 가야홈플러스,9389800
부산진구,도담도담(연지점),15188100
부산진구,도담도담식빵(서면점),1824501
부산진구,도담도담식빵(양정점),7451600
부산진구,동양중학교,60000
부산진구,또아식빵 서면점,84293600
부산진구,뚜레쥬르 부산백병원,502000
부산진구,뚜레쥬르 부산시민공원점,18961500
부산진구,뚜레쥬르 서면점,85331840
부산진구,뚜레쥬르 시청점,2125500
부산진구,라푀유 크로와상,13449100
부산진구,로파,2800000
부산진구,롯데삼동복지재단,30981580
부산진구,롯데제과(주),12892773
부산진구,롯데제과(주)부산KAM팀,33628005
부산진구,롯데제과양산영업소,66597706
부산진구,릴리스 베이커리,27654890
부산진구,바게트제작소,159784300
부산진구,박주형베이커리앤카페,260500
부산진구,베이커스 서면점,21475900
부산진구,보폭스,4305000
부산진구,부산진구청,88541000
부산진구,부산진구푸드마켓,47130519
부산진구,브니엘제과,6170100
부산진구,비 브레이브(BE BRAVE),14006300
부산진구,빠리지엥,45991920
부산진구,삼송빵집,50607870
부산진구,성모여자고등학교,252000
부산진구,세광,37352000
부산진구,송사부수제쌀고로케,833900
부산진구,쇼쿠팡,888000
부산진구,신동석 베이커리,1412700
부산진구,신동석베이커리,19807050
부산진구,아덴블랑제리 송상현광장,7285600
부산진구,아름다운가게,11370000
부산진구,아이엘씨,384000
부산진구,어벤더치,64000
부산진구,오뚜기,522001480
부산진구,은하철도곱곱곱,1419000
부산진구,이샘병원,4250000
부산진구,이음글로비즈,8008000
부산진구,인사랑,47324927
부산진구,자연드림,59653390
부산진구,제일식육점,9350000
부산진구,제일축산,1200000
부산진구,주식회사케이앤엘,13536000
부산진구,주형환 베이커스,60810900
부산진구,주형환베이커리,18946200
부산진구,진보상사,9144132
부산진구,초읍만두,231000
부산진구,코리아EGG,96000
부산진구,코코로 베이커리,574966310
부산진구,코코로베이커리,48126030
부산진구,크로크로,9798010
부산진구,크리스피도넛 백양로점,2889500
부산진구,크리스피도넛 백양로점)(2019~),13217900
부산진구,킴스베이커리,6433300
부산진구,태성무역,1764000
부산진구,토마토도시락동의과학대점,105000
부산진구,티볼리,39487200
부산진구,파리바게뜨 nc점,51585679
부산진구,파리바게뜨 가야동의대(변경),25704900
부산진구,파리바게뜨 가야동의대점,9680000
부산진구,파리바게뜨 가야벽산점,919500
부산진구,파리바게뜨 당감점(현재),25485600
부산진구,파리바게뜨 전포점,2925300
부산진구,파리바게트 NC점,460100
부산진구,파리바게트 가야동의대점(2020~),51285800
